text,or_text
They are moving ahead shoulder to shoulder and are bringing glory to the nation with their commendable achievements,ସେମାନେ ପାଦ ସହିତ ପାଦ ମିଳାଇ ଆଗେଇ ଚାଲିଛନ୍ତି ଏବଂ ଦେଶ ପାଇଁ ସୁନାମ ଅର୍ଜନ କରୁଛନ୍ତି
Our women players won a silver medal at the Asian Rugby Sevens Trophy recently,ଗତ କିଛିଦିନ ତଳେ ଏସିଆ ରଗ୍ବି ସେଭେନ୍ସ' ଟ୍ରଫି ପ୍ରତିଯୋଗିତାରେ ଆମର ମହିଳାମାନେ ରୌପ୍ୟପଦକ ପାଇଲେ
My heartiest congratulations to all these players,ସେ ସମସ୍ତ ଖେଳାଳିମାନଙ୍କୁ ମୋର ବହୁତ ବହୁତ ଅଭିନନ୍ଦନ
The whole world celebrates 8th March as Women's Day,ମାର୍ଚ୍ଚ ଆଠ ତାରିଖକୁ ସମଗ୍ର ବିଶ୍ୱ ମହିଳା ଦିବସ ଭାବରେ ପାଳନ କରୁଛି
In India also more importance needs to be given to our daughters along with increased awareness and sensitivity towards them,"ଭାରତରେ ଝିଅମାନଙ୍କୁ ମହତ୍ୱ ଦିଆଯାଉ, ପରିବାର ଓ ସମାଜରେ ତାଙ୍କ ପ୍ରତି ସଚେତନତା ଓ ସମ୍ବେଦନଶୀଳତା ବଢ଼ିବା ଉଚିତ"
'Beti Bachao Beti Padhao' movement is moving forward with rapid strides,"""ବେଟୀ ବଚାଓ, ବେଟୀ ପଢ଼ାଓ"" ଆନ୍ଦୋଳନ ଦ୍ରୁତ ଗତିରେ ଆଗେଇ ଚାଲିଛି"
This is no longer just a government programme,ଆଜି ଏହା ଖାଲି ଏକ ସରକାରୀ କାର୍ଯ୍ୟକ୍ରମ ହୋଇ ରହିନି
It has now become a campaign of societal empathy and public education,ଏହା ସାମାଜିକ ସମ୍ବେଦନା ଏବଂ ଗଣଶିକ୍ଷାର ଏକ ଅଭିଯାନର ରୂପ ନେଇଛି
During the last two years this programme involved the common man; it has forced people from all corners of the country to think and ponder over this burning issue; and brought about a change in people's thinking about our traditional beliefs and customs which have been prevalent for many years,"ଏହି କାର୍ଯ୍ୟକ୍ରମ ବିଗତ ଦୁଇବର୍ଷ ମଧ୍ୟରେ ଦେଶର ଜନମାନସକୁ ଏକତ୍ର କରିଦେଇଛି, ଦେଶର ପ୍ରତ୍ୟେକ କୋଣରେ ଏହି ଜ୍ୱଳନ୍ତ ପ୍ରସଙ୍ଗ ଉପରେ ଚିନ୍ତା କରିବାକୁ ଲୋକମାନଙ୍କୁ ବାଧ୍ୟ କରିଛି ଏବଂ ବହୁବର୍ଷ ଧରି ଚଳିଆସିଥିବା ରୀତିନୀତି ପ୍ରତି ଲୋକମାନଙ୍କ ଚିନ୍ତାଧାରାରେ ପରିବର୍ତ୍ତନ କରିପାରିଛି"
It gives us great joy and happiness when we hear the news of festive celebration on the birth of a daughter,ଯେତେବେଳେ ଖବରଟିଏ ମିଳେ ଯେ ଝିଅଟିଏ ଜନ୍ମ ହୋଇଥିବାରୁ ଉତ୍ସବର ଆୟୋଜନ ହୋଇଛି … ସେତେବେଳେ ବହୁତ ଖୁସି ଲାଗେ
"In a way, a positive mindset towards our daughters is leading towards societal acceptance",କନ୍ୟା ସନ୍ତାନ ପ୍ରତି ଏହି ସକାରାତ୍ମକ ଚିନ୍ତାଧାରା ଏବେ ସାମାଜିକ ସ୍ୱୀକୃତିର କାରଣ ହୋଇଛି
"I have heard that in Cuddalore district of Tamil Nadu, child marriage has been banned under a special campaign",ମୁଁ ଶୁଣିଲି ଯେ ତାମିଲନାଡ଼ୁ ରାଜ୍ୟର କୁଡାଲୁର୍ ଜିଲ୍ଲାରେ ଏକ ବିଶେଷ ଅଭିଯାନ ଦ୍ୱାରା ବାଲ୍ୟବିବାହ ଉପରେ ପ୍ରତିବନ୍ଧକ ଲଗାଯାଇଛି
About 175 child marriages have been prevented so far,ଏପର୍ଯ୍ୟନ୍ତ ପାଖାପାଖି ଶହେ ପଚସ୍ତରୀରୁ ଅଧିକ ବାଲ୍ୟବିବାହକୁ ବନ୍ଦ କରାଯାଇପାରିଛି
The district administration has opened bank accounts of over 5560 thousand daughters under 'Sukanya Samridhi Yojana',ଜିଲ୍ଲା ପ୍ରଶାସନ ଦ୍ୱାରା ସୁକନ୍ୟା ସମୃଦ୍ଧି ଯୋଜନାରେ ପ୍ରାୟ 5060 ହଜାର ଝିଅମାନଙ୍କ ପାଇଁ ବ୍ୟାଙ୍କ ଖାତା ଖୋଲାଯାଇଛି
"In Kathua district in Jammu & Kashmir, all departments have been connected with 'Beti Bachao Beti Padhao Yojana' under the Convergence Model and in addition to the convening of GramSabhas, all efforts are being made by the district administrations for adoption of orphan baby girls and to ensure their education","ଜାମ୍ମୁକାଶ୍ମୀରର କଠୱା ଜିଲ୍ଲାରେ କନଭର୍ଜେନ୍ସ ମଡେଲ୍‌ ଅନୁଯାୟୀ ସମସ୍ତ ବିଭାଗକୁ "" ବେଟୀ ବଚାଓ, ବେଟୀ ପଢ଼ାଓ "" ଯୋଜନା ସହିତ ଯୋଡ଼ିଛନ୍ତି ଏବଂ ଗ୍ରାମସଭା ଆୟୋଜନ କରି ଅନାଥ ଝିଅମାନଙ୍କୁ ପୋଷ୍ୟକନ୍ୟା ରୂପେ ଗ୍ରହଣ କରି ତାଙ୍କୁ ନିଶ୍ଚିତ ଶିକ୍ଷାଦାନର ସମ୍ପୂର୍ଣ୍ଣ ପ୍ରୟାସ କରାଯାଉଛି"
"In Madhya Pradesh, under the ""Har Ghar Dastak"" programme a campaign is being run to go to every village and every house to encourage education of daughters","ମଧ୍ୟପ୍ରଦେଶରେ ""ହର୍ ଘର୍ ଦସ୍ତକ"" କାର୍ଯ୍ୟକ୍ରମ ମାଧ୍ୟମରେ ପ୍ରତି ଗ୍ରାମରେ ଏବଂ ଘରେ ଘରେ ଝିଅମାନଙ୍କର ଶିକ୍ଷା ପାଇଁ ଅଭିଯାନ ଚାଲିଛି"
"In Rajasthan 'Apna Bachcha, Apna Vidyalaya' campaign is being run to readmit those girls into schools, who had dropped out, in order to encourage and motivate them to start studying again","ରାଜସ୍ଥାନରେ ମଧ୍ୟ ""ଅପ୍ନା ବଚ୍ଚା, ଅପ୍ନା ବିଦ୍ୟାଳୟ"" ଅଭିଯାନ ଜରିଆରେ ଅଧାରୁ ପାଠପଢ଼ା ଛାଡ଼ିଥିବା ବାଳିକାମାନଙ୍କୁ ପୁଣି ସ୍କୁଲକୁ ଆଣିବା ଏବଂ ପୁଣି ପଢ଼େଇବାର ପଦକ୍ଷେପ ନିଆଯାଇଛି"
I mean to say that 'Beti Bachao Beti Padhao' movement has also developed in many shapes and forms,"କହିବାର ତାତ୍ପର୍ଯ୍ୟ ହେଲା, ""ବେଟୀ ବଚାଓ, ବେଟୀ ପଢ଼ାଓ"" ଆନ୍ଦୋଳନ ଆଜି ଅନେକ ରୂପରେ ଚାଲିଛି"
This entire movement has become a people's movement,ସମଗ୍ର ଆନ୍ଦୋଳନ ଏକ ଜନ ଆନ୍ଦୋଳନରେ ରୂପାନ୍ତରିତ ହୋଇଛି
New imagination and new concepts have been linked and connected with it,ନୂଆ ନୂଆ ପରିକଳ୍ପନା ତା'ସହିତ ଯୋଡ଼ି ହୋଇଯାଇଛି
This movement has been moulded as per local requirements,ସ୍ଥାନୀୟ ଆବଶ୍ୟକତାକୁ ଧ୍ୟାନରେ ରଖି ତାକୁ ରୂପ ଦିଆଯାଇଛି
"This, I believe, is a healthy sign",ମୁଁ ଏହାକୁ ଏକ ଶୁଭ ସଂକେତ ମନେ କରୁଛି
"As we get ready to celebrate 'Women's Day' this 8th March, there is only one sentiment",ମାର୍ଚ୍ଚ ଆଠ ତାରିଖକୁ ସମଗ୍ର ବିଶ୍ୱ ମହିଳା ଦିବସ ଭାବରେ ପାଳନ କରୁଛି
"With Strength, with Vitality, the Indian woman comes to the fore",କ୍ରୀଡ଼ାକ୍ଷେତ୍ର ହେଉ ବା ମହାକାଶ ବିଜ୍ଞାନ କ୍ଷେତ୍ର ଆମ ଦେଶର ମହିଳାମାନେ କୌଣସି କ୍ଷେତ୍ରରେ ପଛୁଆ ନାହାନ୍ତି
"Rightfully deserves equality neither less, nor more",ସେମାନଙ୍କୁ ଏହାର ଲାଭ ମଧ୍ୟ ମିଳୁଛି
"My dear countrymen, all of you get an opportunity to express your views from time to time in 'Mann Ki Baat'","ମୋର ପ୍ରିୟ ଦେଶବାସୀଗଣ, ""ମନ୍ କି ବାତ୍"" କାର୍ଯ୍ୟକ୍ରମ ମାଧ୍ୟମରେ ଆପଣମାନଙ୍କ ସହ ସମୟ ସମୟରେ କିଛି କିଛି ଚର୍ଚ୍ଚା କରିବାର ସୁଯୋଗ ମିଳୁଛି"
You also connect actively with this programme,ଆପଣମାନେ ମଧ୍ୟ ସକ୍ରିୟ ଭାବେ ଅଂଶଗ୍ରହଣ କରୁଛନ୍ତି
I get to know so many things from you,ଆପଣମାନଙ୍କଠାରୁ ମୋତେ ବହୁତ କିଛି ଜାଣିବାକୁ ମିଳୁଛି
"I get to know as to what all is happening on the ground, in our villages and in the hearts and minds of the poor","ଦୁନିଆରେ କ'ଣ ଚାଲିଛି, ଗାଁରେ, ଗରିବଙ୍କ ମନରେ କ'ଣ ସବୁ ରହିଛି ସେସବୁ ମୋ ପାଖରେ ପହଂଚୁଛି"
I am very grateful to you for your contribution,ଆପଣମାନଙ୍କର ସହଭାଗିତା ପାଇଁ ମୁଁ ବହୁତ ବହୁତ କୃତଜ୍ଞ
Thank you very much,ଅନେକ ଅନେକ ଧନ୍ୟବାଦ
"My dear countrymen, Namaskar, Friends, in today's episode of Mann Ki Baat, I shall also talk about a great personality of the country, cherished by all Indians with respect and affection from the core of their hearts","ମୋର ପ୍ରିୟ ଦେଶବାସୀ, ନମସ୍କାର! ବନ୍ଧୁଗଣ, ଆଜି ମନ୍ କି ବାତରେ ସାମିଲ ହୋଇଛନ୍ତି ଦେଶର ଜଣେ ମହାନ ବ୍ୟକ୍ତିତ୍ୱ, ମୁଁ ତାଙ୍କ କଥା ବି କହିବି"
"There must be hardly an Indian citizen who does not show deep regard for her, does not revere her","ଭାରତର ଏମିତି କୌଣସି ନାଗରିକ ନ ଥିବେ, ଯାହାଙ୍କ ମନରେ ତାଙ୍କ ପାଇଁ ଆଦର ବା ସମ୍ମାନ ଭାବ ନ ଥିବ"
"She is elder to most of us and has been a witness to myriad phases, different eras the country has passed through","ସେ ବୟସରେ ଆମ ସମସ୍ତଙ୍କଠାରୁ ବେଶ୍ ବଡ଼ ଏବଂ ଦେଶର ଭିନ୍ନ ଭିନ୍ନ ପରିସ୍ଥିତି, ଭିନ୍ନ ଭିନ୍ନ ସମୟର ସେ ସାକ୍ଷୀ ରହିଛନ୍ତି"
"We address her as ""DIDI"", elder sister...",ଆମେ ତାଙ୍କୁ ଦିଦି କହି ଡାକୁ ଲତା ଦିଦି
Lata Didi,ପ୍ରଣାମ ଦିଦି
She turns ninety this 28th of September,ଏଇ ସେପ୍ଟେମ୍ବର 28 ତାରିଖ ଦିନ ସେ 90 ବର୍ଷରେ ପଦାର୍ପଣ କରିଛନ୍ତି
"Before leaving on the foreign tour, I was blessed with an opportunity to converse with her on the phone",ବିଦେଶ ଯାତ୍ରାରେ ବାହାରିବା ପୂର୍ବରୁ ଦିଦିଙ୍କ ସହ ଫୋନରେ କଥା ହେବାର ସୌଭାଗ୍ୟ ମୋତେ ମିଳିଥିଲା
This chat was akin to a younger brother speaking to his elder sister affectionately,"ଏହି ବାର୍ତ୍ତାଳାପ ଠିକ୍ ସେମିତି ଥିଲା, ଯେମିତି ଜଣେ ସାନ ଭାଇ ସ୍ନେହରେ ନିଜ ବଡ଼ ଭଉଣୀ ସହ କଥା ହୋଇଥାଏ"
"I usually refrain from sharing such personal conversations; but today, I want you to listen to the tete a tete; listen to Lata Didi","ମୁଁ ଏଭଳି ବ୍ୟକ୍ତିଗତ ବାର୍ତ୍ତାଳାପ ସମ୍ପର୍କରେ କେବେ ହେଲେ ଚର୍ଚ୍ଚା କରେନି, କିନ୍ତୁ ଆଜି ଚାହୁଁଛି ଯେ, ଆପଣ ମଧ୍ୟ ଲତା ଦିଦିଙ୍କ କଥା ଶୁଣନ୍ତୁ, ଆଉ ସେହି ବାର୍ତ୍ତାଳାପଟିକୁ ଶୁଣନ୍ତୁ"
Listen to it for yourself how Lata Didi is earnestly concerned and eager about everything concerning the country,"ଶୁଣନ୍ତୁ, କେମିତି ବୟସର ଏ ସୋପାନରେ ବି ଲତା ଦିଦି, ଦେଶ ସହ ଜଡ଼ିତ ସବୁ କଥା ପାଇଁ ଉତ୍ସୁକ, ତତ୍ପର ଏବଂ ଭାରତର ପ୍ରଗତିରେ, ବଦଳୁଥିବା ଭାରତରେ, ନୂତନ ଶିଖରକୁ ସ୍ପର୍ଶ କରୁଥିବା ଭାରତରେ ହିଁ ତାଙ୍କ ଜୀବନର ସନ୍ତୁଷ୍ଟି"
"Her satisfaction and reassurance too, lies in the progress being made by India; the India on the path of change; the India that is gaining newer heights","ଶୁଣନ୍ତୁ, କେମିତି ବୟସର ଏ ସୋପାନରେ ବି ଲତା ଦିଦି, ଦେଶ ସହ ଜଡ଼ିତ ସବୁ କଥା ପାଇଁ ଉତ୍ସୁକ, ତତ୍ପର ଏବଂ ଭାରତର ପ୍ରଗତିରେ, ବଦଳୁଥିବା ଭାରତରେ, ନୂତନ ଶିଖରକୁ ସ୍ପର୍ଶ କରୁଥିବା ଭାରତରେ ହିଁ ତାଙ୍କ ଜୀବନର ସନ୍ତୁଷ୍ଟି"
"My dear countrymen, with the advent of Navaratri today, the air is bound to be full of new hopes, new energy, newer zest and newer resolves, once again","ମୋର ପ୍ରିୟ ଦେଶବାସୀଗଣ! ନବରାତ୍ର ସହ ଆଜିଠାରୁ ପାର୍ବଣର ପରିବେଶ ପୁଣିଥରେ, ନୂତନ ଶକ୍ତି, ନୂଆ ଉତ୍ସାହ, ନୂଆ ଉଦ୍ଦୀପନା, ନୂଆ ସଂକଳ୍ପରେ ଭରିଯିବ"
"After all, it's the festival season","ଯେତେହେଲେ, ପାର୍ବଣ ଋତୁ ନା! ଆଗକୁ କିଛି ସପ୍ତାହ ଧରି ସାରା ଦେଶରେ ଉତ୍ସବର ଜାକଜମକ ରହିବ"
The ensuing weeks shall be witness to the sparkle of festivals throughout the country,"ଯେତେହେଲେ, ପାର୍ବଣ ଋତୁ ନା! ଆଗକୁ କିଛି ସପ୍ତାହ ଧରି ସାରା ଦେଶରେ ଉତ୍ସବର ଜାକଜମକ ରହିବ"
"All of us shall celebrate the Navaratri Mahotsava, Garba, Durga Puja, Dussehra, Diwali, Bhaiya Dooj, Chhath Puja...","ଆମେ ସମସ୍ତେ ନବରାତ୍ରୀ ମହୋତ୍ସବ, ଗର୍ବା, ଦୂର୍ଗାପୂଜା, ଦଶହରା, ଦୀପାବଳୀ, ଭାତୃଦ୍ୱିତୀୟା, ଛଠପୂଜା ଭଳି ଅଗଣିତ ପର୍ବ ପାଳନ କରିବା"
in fact innumerable festivals,ବହୁତ ବହୁତ ପ୍ରଣାମ
Heartiest greetings to all of you for these festivals to come,ଆସୁଥିବା ପର୍ବଗୁଡ଼ିକ ପାଇଁ ଆପଣ ସମସ୍ତଙ୍କୁ ଅନେକ ଅନେକ ଶୁଭକାମନା
"During festivals, families come together",ପର୍ବପର୍ବାଣୀରେ ପରିବାରର ସମସ୍ତ ଲୋକ ଏକାଠି ଥିବେ
Homes will be filled with joy,ଘର ଖୁସିରେ ପରିପୂର୍ଣ୍ଣ ଥିବ
But... you must have felt this... there are many people around us who remain deprived of these celebrations,"କିନ୍ତୁ ଆପଣମାନେ ଲକ୍ଷ୍ୟ କରିଥିବେ ଯେ, ଆମ ଆଖପାଖରେ ଏମିତି ବହୁତ ଲୋକ ଅଛନ୍ତି, ଯେଉଁମାନେ ଏହି ପର୍ବପର୍ବାଣୀର ଆନନ୍ଦରୁ ବଞ୍ଚିତ ରହିଯାଆନ୍ତି"
"And this is what is termed as ""Chirag Tale Andhera"" darkness just beneath the lamp",ଏହାକୁ କ'ଣ ଦୀପ ତଳ ଅନ୍ଧାର ବୋଲି କହିବାନି ? ଏହା ହିଁ ତ' ଦୀପ ତଳ ଅନ୍ଧାର
"Perhaps this adage is not just a set of words; for us, it is an order a philosophical thought, or an inspiration","ଏହା କେବଳ ଏକ ଉକ୍ତି ନୁହେଁ, ଆମମାନଙ୍କ ପାଇଁ ଗୋଟିଏ ଆଦେଶ, ଗୋଟିଏ ଦର୍ଶନ, ଗୋଟିଏ ପ୍ରେରଣା"
"Just think about it; there are some homes, bathed in shimmering lights; on the other hand, just close by, there are some homes mired in darkness","ଚିନ୍ତା କରନ୍ତୁ, …. ଗୋଟିଏ ପଟେ, କିଛି ଘର ଆଲୋକମାଳାରେ ଝଲମଲ ହେଉଥିଲା ବେଳେ ଅନ୍ୟପକ୍ଷରେ ସେହିଠାରେ ତା'ରି ସାମନା ଓ ଆଖପାଖ କିଛି ଲୋକଙ୍କ ଘରେ ଅନ୍ଧକାର ଛାଇ ହୋଇରହୁଛି"
"There are homes where sweetmeats are left to rot; there are homes where children yearn for a sweet; at places almirahs run out of space to store more clothes; elsewhere, people have to slog to earn a decent covering for their bodies","କିଛି ଘରେ ମିଷ୍ଟାନ୍ନ ନଷ୍ଟ ହେଉଛି, ତ କିଛି ଘରର ପିଲାମାନେ ମିଷ୍ଟାନ୍ନ ଖାଇବାକୁ ପାଉନାହାନ୍ତି"
