text,te_text
"Once upon a time,in another era, 'Karbi', the language of 'Karbi tribal' brothers and sisters...is now disappearing from the mainstream",ఒకప్పుడు ఈ కార్బీ భాష గిరిజన తోబుట్టువుల భాష
Shriman Sikari Tissau decided that he would protect identity of theirs... and today his efforts have resulted in documentation of much information about the Karbi language,సికారి టిస్సౌ గారు తమ గుర్తింపును కాపాడుకోవాలని నిర్ణయించుకున్నారు
"He has also received accolades at many places for his efforts, and has also received awards",అవార్డులు కూడా పొందారు
"I of course congratulate Shriman Sikari Tissau ji through 'Mann Ki Baat', but in many corners of the country, there will be many seekers like this slogging in such initiatives and I also congratulate them all",సికారి టిస్సౌ గారిని 'మన్ కి బాత్' ద్వారా నేను అభినందిస్తున్నాను
"My dear countrymen, any new beginning is always very special",నా ప్రియమైన దేశవాసులారా! ఏదైనా కొత్త ప్రారంభం ఎప్పుడూ చాలా ప్రత్యేకమైంది
New beginning means new possibilities New Efforts,కొత్త ప్రారంభం అంటే కొత్త అవకాశాలు కొత్త ప్రయత్నాలు
"And, new efforts mean new energy and new vigor","కొత్త ప్రయత్నాలు అంటే కొత్త శక్తి, కొత్త ఉత్సాహం"
That is the reason it has been a tradition to observe any new beginning as a celebration in different states and regions and in our culture full of diversity,"అందువల్లనే వివిధ రాష్ట్రాలు, ప్రాంతాలలో వైవిధ్యంతో నిండిన మన సంస్కృతిలో ఏదైనా ప్రారంభాన్ని వేడుకగా జరుపుకోవడం సంప్రదాయం"
And this time is the beginning of new beginnings and arrival of new Festivals,"ఈ సమయం కొత్త ఆరంభాలు, కొత్త పండుగలకు నాంది"
"Holi too is a tradition to celebrate Basant, spring as a festival",వసంతాన్ని పండుగగా జరుపుకోవడం హోలీ సంప్రదాయం
"When we are celebrating Holi with colors, at the same time, even spring spreads new colours all around us",మనం హోలీని రంగులతో జరుపుకునే సమయంలో అదే సమయంలో వసంతకాలం కూడా
"At this very time, flowers start blooming and nature comes alive",ఈ సమయంలో పూలు వికసించడం ప్రారంభిస్తాయి
New year will also be celebrated in different regions of the country soon,త్వరలో దేశంలోని వివిధ ప్రాంతాల్లో కొత్త సంవత్సర వేడుకలు కూడా జరుగుతాయి
